uid,E-CPV Error,E-CPV Uncertainty,E-MHA Error,E-MHA Uncertainty,S-MHA Error,S-MHA Uncertainty,Validation Fold,Testing Fold,E-CPV Uncertainty bins,E-MHA Uncertainty bins,S-MHA Uncertainty bins
PHD_2636,11.045361,15.720651435852051,8.5440035,0.5494377620518207,9.848858,0.5867702261950435,1,0,3,1,2
PHD_2638,7.071068,2.479916524887085,9.219544,0.1855680081062019,9.219544,0.5736313684759384,1,0,1,3,2
PHD_2641,6.0,17.32592144012451,9.0,0.1871634090319275,8.5440035,0.5411318512480423,1,0,3,3,2
PHD_2643,8.944272,3.3197561264038087,8.062258,0.4303902387619018,12.206555,0.8040940988867459,1,0,2,2,1
PHD_2659,9.486833,2.31141676902771,8.246211,0.6508608520030975,8.246211,1.1511679067673974,1,0,1,1,0
PHD_2664,6.0827627,1.603952956199646,6.0827627,0.622578102350235,6.3245554,1.110945555110712,1,0,0,1,0
PHD_2675,7.615773,2.479669141769409,6.708204,0.700531131029129,3.6055512,1.2542562365509846,1,0,1,0,0
PHD_268,4.0,3.6924304723739625,1.0,0.2989076842088252,1.0,0.3209998773885364,1,0,2,2,3
PHD_2686,6.0827627,2.532084918022156,6.3245554,0.4212867081165313,7.28011,0.8988803892368799,1,0,1,2,1
PHD_2688,4.1231055,1.3152982473373414,4.0,0.9114846765995026,5.0,1.9888753974740505,1,0,0,0,0
PHD_2690,10.198039,2.4271125316619875,10.198039,0.5102237015962601,8.0,0.4082576455416959,2,1,1,1,3
PHD_2692,4.1231055,1.04721360206604,4.0,1.1003503799438477,4.0,1.4896569416507817,2,1,0,0,0
PHD_2697,9.219544,1.4485281229019165,10.198039,0.6080457866191864,7.28011,0.6884049236685356,2,1,0,1,2
PHD_27,11.401754,7.74981107711792,9.219544,0.257703853957355,6.0,0.3453072509023333,2,1,3,3,3
PHD_2701,8.602325,3.386190915107727,5.8309517,0.2507883548736572,7.2111025,0.4249287958519346,2,1,2,3,3
PHD_2709,5.3851647,1.4957417249679563,5.3851647,0.4556676387786865,5.8309517,0.6414075309329482,2,1,0,2,2
PHD_2710,3.1622777,1.5300563097000122,3.0,0.7909877985715866,3.1622777,1.1368896440041734,2,1,0,0,0
PHD_2716,5.0,5.067484855651856,3.0,0.1865126629389124,5.0990195,0.3658979557131754,2,1,3,3,3
PHD_272,6.0,2.0485281229019163,7.071068,0.5588300541043282,5.0990195,0.8109463870396485,2,1,1,1,1
PHD_2724,10.440307,7.941202878952026,13.038404,0.1303576188161969,15.033297,0.0415601537610117,2,1,3,4,4
PHD_2726,15.231546,2.1211102485656737,15.231546,0.322217720746994,18.973665,0.4563342215705326,2,1,1,2,2
PHD_2728,13.0,4.056021976470947,13.0,0.4050544083118438,21.0,0.3681394945664766,2,1,2,2,3
PHD_2731,23.086792,15.344884300231934,30.083218,0.0527397947385907,23.194826,0.1312048621812748,2,1,4,4,4
PHD_2734,8.485281,1.5772699117660522,9.219544,0.5822861909866333,10.630146,0.8659547514665961,2,1,0,1,1
PHD_274,13.601471,2.2957417249679564,13.0,0.7276663154363632,13.0,1.119993318825334,2,1,1,0,0
PHD_2740,9.433981,1.730056309700012,8.602325,0.8652065217494964,8.485281,1.172370212780386,2,1,0,0,0
PHD_2745,13.152946,2.4360680103302004,12.0415945,0.3138764321804047,11.045361,0.3555181749715129,2,1,1,2,3
PHD_275,13.453624,27.46783618927002,4.1231055,0.1898504143580794,8.062258,0.3384077801573527,2,1,4,3,3
PHD_2757,7.0,2.0957417249679566,8.0,0.4865026235580444,9.219544,0.6719262443521143,2,1,1,1,2
PHD_285,7.615773,2.7211102485656737,9.486833,0.7650976419448853,5.8309517,1.0248602139643168,2,1,2,0,1
PHD_292,9.899495,8.445718717575073,5.3851647,0.1279554995708167,24.083189,0.0690229589119532,2,1,3,4,4
PHD_295,5.8309517,1.5785844326019287,7.2111025,0.6903302043676376,7.2111025,1.0398365641448868,2,1,0,0,0
PHD_304,108.97706,47.37218971252442,134.53624,0.1515265625319443,13.152946,0.488677362977401,2,1,4,4,2
PHD_315,5.8309517,4.302358865737915,3.1622777,0.3399661608040333,2.236068,0.3519095578034465,2,1,2,2,3
PHD_330,14.422205,5.714763116836548,17.088007,0.3313243016600609,9.219544,0.3357549141702458,2,1,3,2,3
PHD_342,10.198039,3.735323762893677,11.045361,0.4599290877580643,11.18034,0.6932894417933713,2,1,2,1,2
PHD_346,6.0,3.786021327972412,3.1622777,0.1820206535077886,2.0,0.133831440369882,2,1,2,3,4
PHD_35,3.0,2.624483513832092,3.1622777,0.6957080274820328,4.472136,1.3048185165383244,2,1,1,0,0
PHD_367,49.0408,65.02951202392578,13.038404,0.171859960630536,209.6187,0.1597960408858188,2,1,4,3,4
PHD_37,14.3178215,9.386314868927002,2.236068,0.1260624119371641,14.035668,0.1463383451856381,2,1,4,4,4
PHD_387,6.3245554,2.562511849403381,5.8309517,0.5698543787002563,5.3851647,0.7327931467421908,2,1,1,1,2
PHD_390,9.486833,1.907463812828064,9.486833,0.6443554043769837,9.219544,0.8638247899432204,2,1,0,1,1
PHD_393,10.0,2.9559919357299806,12.529964,0.3953219350427389,6.4031243,0.2241213034097398,2,1,2,2,4
PHD_395,14.035668,41.13090019226074,103.315056,0.1008148550987243,103.315056,0.5040742556007691,2,1,4,4,2
PHD_397,7.615773,2.079669141769409,8.062258,0.5785446643829346,8.602325,0.6929116202933014,2,1,1,1,2
PHD_403,14.3178215,3.353565788269043,14.035668,0.402993725053966,16.643316,0.2213397433312185,2,1,2,2,4
PHD_408,4.2426405,2.937145566940308,3.6055512,0.4743062496185303,5.3851647,0.3838273144735789,2,1,2,1,3
PHD_409,100.80675,110.02888870239258,167.02695,0.2198709838528884,163.21765,0.3768982574483542,2,1,4,3,3
PHD_41,9.219544,4.0904158592224125,11.661903,0.1568625070154667,8.062258,0.1405782538887023,2,1,2,4,4
PHD_410,6.708204,3.3908830165863035,4.472136,0.3709902718663215,10.198039,0.7430660906950702,2,1,2,2,2
PHD_413,15.524175,6.495166206359864,12.369317,0.2521993925329298,12.0,0.3105981737435986,2,1,3,3,3
PHD_415,58.412327,59.76083831787109,170.65755,0.056725800037384,5.0,0.2105105714438384,2,1,4,4,4
PHD_417,90.005554,41.61509971618652,118.03813,0.0906043194190715,117.03845,0.4023632532674586,2,1,4,4,3
PHD_419,103.87011,35.25655822753906,89.84431,0.1436475396156311,186.4001,0.5849429171722796,2,1,4,4,2
PHD_427,7.615773,2.0601126194000243,6.3245554,0.7975373089313507,6.3245554,1.2517088151023736,2,1,1,0,0
PHD_43,5.0,7.138864684104919,2.236068,0.2029301169881364,5.8309517,0.2643375711949007,2,1,3,3,3
PHD_442,36.687874,37.28529815673828,12.0415945,0.0888403635093709,79.9062,0.3876414065890258,2,1,4,4,3
PHD_443,11.401754,1.49442720413208,11.661903,0.3542442644014955,12.0415945,0.1160349139752085,2,1,0,2,4
PHD_444,74.96666,90.5268096923828,1.4142135,0.1528380244970321,185.31055,0.3376595267493981,2,1,4,4,3
PHD_462,6.0827627,2.462751054763794,6.0827627,0.8054129377007484,8.0,0.882679739671048,2,1,1,0,1
PHD_463,3.0,1.2485281229019165,2.0,0.8726147174835205,2.236068,1.3778640086012135,2,1,0,0,0
PHD_464,25.553865,44.45680313110351,17.029387,0.098458663187921,8.062258,0.3658824708523865,2,1,4,4,3
PHD_465,17.720045,30.82302780151367,81.22192,0.1040755033493042,21.023796,0.1142490713410522,2,1,4,4,4
PHD_467,5.3851647,3.5197561264038084,3.6055512,0.3267076656222343,3.6055512,0.8742848691609836,3,2,1,1,0
PHD_469,7.2111025,4.725888633728028,5.0,0.371265872567892,2.0,0.6704016683442897,3,2,2,1,1
PHD_47,8.602325,13.467122268676755,5.8309517,0.2520758166909218,6.708204,0.7556331442962662,3,2,3,2,1
PHD_480,9.055386,3.261029601097107,9.486833,0.3742568492889404,9.486833,0.7031119707919455,3,2,1,1,1
PHD_482,20.396078,9.466107749938963,26.925823,0.2474566870369017,26.925823,0.1841814613117917,3,2,3,2,3
PHD_49,4.472136,11.398396110534668,6.3245554,0.3016728621674701,11.045361,0.4655850090876198,3,2,3,2,1
PHD_499,35.128338,42.80531005859375,0.0,0.1379862174391746,78.10249,0.0261222670935235,3,2,3,3,4
PHD_50,10.770329,6.809826374053955,7.071068,0.101528195204446,24.186773,0.0210116800153125,3,2,2,4,4
PHD_524,26.683329,47.825935745239256,14.866069,0.0707402182277292,84.85281,0.0464157563621107,3,2,3,4,4
PHD_526,7.0,2.561444711685181,7.071068,0.4438967138528824,7.071068,0.8096746902324776,3,2,0,1,1
PHD_527,6.4031243,2.1812228679656984,7.071068,0.5906743556261063,5.0,0.3740838765630636,3,2,0,0,2
PHD_529,7.28011,9.312152671813966,10.770329,0.1371947662249112,14.142136,0.0971445296236935,3,2,3,3,3
PHD_530,3.1622777,2.732084918022156,4.1231055,0.2320393688976764,7.0,0.186821773471657,3,2,0,2,3
PHD_531,10.770329,3.3677793025970457,14.3178215,0.4807730495027499,13.416408,0.5039345036780101,3,2,1,1,1
PHD_534,3.1622777,2.587132954597473,6.0,0.6649735152721405,2.0,0.5570722693141539,3,2,0,0,1
PHD_535,40.496914,20.89478464126587,45.0,0.0718572194353328,63.15853,0.0793307253279315,3,2,3,4,3
PHD_539,9.899495,6.563111591339111,7.071068,0.1177611564264225,13.038404,0.0770755329741845,3,2,2,4,4
PHD_540,5.0,5.069528198242187,5.0,0.1409610402304679,5.0,0.4223445846589906,3,2,2,3,2
PHD_546,3.1622777,2.1399193525314333,2.236068,0.5713476493954659,2.0,1.089665579841914,3,2,0,0,0
PHD_55,7.2111025,3.526338219642639,7.615773,0.4124285051599144,12.806249,0.2470960583918186,3,2,1,1,2
PHD_551,78.64477,27.5727180480957,82.0975,0.1754869368276558,78.892334,0.1250653656057298,3,2,3,3,3
PHD_552,9.848858,6.346965742111206,5.0990195,0.559306100703543,8.602325,0.7166981480350576,3,2,2,0,1
PHD_554,8.0,12.351885557174684,11.313708,0.1664832804366597,14.3178215,0.1153921231577891,3,2,3,3,3
PHD_555,8.062258,28.016418075561525,8.944272,0.1675894540036097,72.11102,0.062444854064467,3,2,3,3,4
PHD_559,8.062258,5.873140621185303,7.0,0.2374705759808421,7.0,0.4473425913049151,3,2,2,2,1
PHD_59,34.20526,34.263251876831056,63.15061,0.0205045357346534,51.894123,0.0429058095120097,3,2,3,4,4
PHD_60,8.246211,2.7094884872436524,6.3245554,0.2987459376454353,7.28011,0.1590337956955509,3,2,0,2,3
PHD_643,32.38827,43.23404541015625,5.8309517,0.1864923842251301,6.4031243,0.2158037095439422,3,2,3,3,3
PHD_658,8.246211,1.7625118494033811,8.246211,0.6609618067741394,7.071068,1.187961085957732,3,2,0,0,0
PHD_687,4.0,2.4128990173339844,3.1622777,0.6006275594234467,4.1231055,0.7313495935976001,3,2,0,0,1
PHD_7,9.055386,3.648948717117309,9.219544,0.3192592414095997,9.219544,0.5837137156397714,3,2,1,2,1
PHD_709,5.0,2.3155456304550173,5.0,0.6678026258945465,4.1231055,1.0535782121442228,3,2,0,0,0
PHD_715,4.1231055,1.8485281229019168,5.0,0.5770040899515152,3.6055512,0.6668749481511643,3,2,0,0,1
PHD_719,10.049875,3.184359169006348,11.18034,0.5797816753387451,11.401754,0.6692016068413833,3,2,0,0,1
PHD_73,9.0,5.8083261013031,12.165525,0.2326156660914421,13.341664,0.488841361586313,3,2,2,2,1
PHD_741,7.615773,4.643050289154052,6.708204,0.3132550045847893,8.485281,0.6993872062576023,3,2,2,2,1
PHD_841,9.848858,3.663478112220764,10.816654,0.5280902624130249,11.661903,0.7437104998601947,3,2,1,0,1
PHD_87,7.81025,2.2601126194000245,10.630146,0.3706573382019996,9.219544,0.6625832948398457,3,2,0,1,1
PHD_897,114.47707,2.953813171386719,116.9145,0.2022083660122007,109.38464,0.06461083081089,3,2,0,3,4
PHD_9,9.0,2.3313708305358887,9.055386,0.376983305811882,9.219544,0.6758641307905165,3,2,0,1,1
PHD_910,5.0,2.779679560661316,7.0,0.8058924496173858,6.0,1.2991227145119006,3,2,0,0,0
PHD_93,7.615773,4.132250547409058,11.7046995,0.3962563254055567,8.602325,0.5259248161872536,3,2,1,1,1
PHD_96,1.0,5.696729373931885,3.6055512,0.2276536121964454,5.0990195,0.4980522912515341,3,2,2,2,1
PHD_97,8.944272,5.292818760871887,8.944272,0.2983700947836041,8.602325,0.8935783679946544,3,2,2,2,0
PHD_1032,2.828427,2.1625118494033813,3.1622777,0.8076960027217865,2.0,1.085633112775853,3,2,0,0,0
PHD_1106,35.1141,50.7457088470459,3.0,0.0549279533476919,14.0,0.110186456908286,3,2,3,4,3
PHD_1379,15.0,9.32796335220337,15.0,0.1012737621203996,9.055386,0.0245156256340432,3,2,3,4,4
PHD_1458,7.615773,3.6423505783081054,7.81025,0.591144538205117,5.0990195,0.2514461459863556,3,2,1,0,2
PHD_1905,40.60788,41.622257232666016,92.22798,0.2022066533565521,93.55747,0.495789425231151,3,2,3,3,1
PHD_2205,13.341664,10.01771297454834,12.206555,0.1398308679665206,8.944272,0.1189645614273011,3,2,3,3,3
PHD_2233,8.246211,3.3115801334381105,5.8309517,0.6209021136164665,7.071068,0.8917156390389683,3,2,1,0,0
PHD_2310,8.0,3.76367621421814,12.0415945,0.6740981654264033,6.3245554,1.499563970336112,3,2,1,0,0
PHD_2352,2.236068,2.4168519496917726,3.1622777,0.5541830986738205,1.4142135,1.3196521869503997,3,2,0,0,0
PHD_2432,9.848858,4.64877233505249,6.0827627,0.1626839777454733,11.401754,0.2674470712970083,4,3,2,3,4
PHD_2460,17.029387,42.180359840393066,5.0990195,0.1692305259406566,5.0990195,0.7746886969751128,4,3,4,3,2
PHD_2462,8.0,3.934009790420532,8.246211,0.2829091330990195,5.0,0.123638146939636,4,3,2,2,4
PHD_2486,49.648766,30.804961013793942,7.615773,0.0802762192208319,75.16648,0.065825971346776,4,3,4,4,4
PHD_2497,27.018513,31.811946868896484,12.165525,0.1360265446826815,11.18034,0.4208459596654615,4,3,4,4,3
PHD_2640,61.326992,85.29894256591797,17.20465,0.0467401564121246,81.25269,0.0389573671498063,4,3,4,4,4
PHD_3205,3.1622777,3.5015016555786134,5.0,0.4799352824687958,6.3245554,0.7099545330990013,4,3,1,1,2
PHD_361,26.476404,27.31539726257324,95.63472,0.345540189743042,5.656854,0.8361896588709081,4,3,4,2,1
PHD_4039,34.928497,22.700508284568787,8.062258,0.1452838730649091,89.55445,0.1599421846699923,4,3,4,4,4
PHD_4136,6.4031243,1.6601126194000244,4.472136,0.6219191581010819,6.4031243,1.100846448216475,4,3,0,0,0
PHD_4160,44.20407,28.865717697143555,23.537205,0.0178179030073806,23.537205,0.0805584337439977,4,3,4,4,4
PHD_4167,3.1622777,1.9683238506317136,2.0,0.668922507762909,4.1231055,0.951383516307492,4,3,0,0,1
PHD_4178,7.615773,2.553565788269043,9.486833,0.2300188954919576,6.4031243,0.1378027122244073,4,3,1,3,4
PHD_4183,4.0,2.937145566940308,4.0,0.6739270446822048,5.0,1.4451549587462509,4,3,1,0,0
PHD_4198,3.1622777,1.69442720413208,3.1622777,0.224565751850605,3.6055512,0.4049952500725639,4,3,0,3,3
PHD_4199,3.0,3.6994730472564696,10.049875,0.4886338904500008,2.828427,0.8841797115982458,4,3,2,1,1
PHD_4221,2.236068,1.2128990173339844,2.236068,0.7072821795940399,2.236068,1.0606325285691374,4,3,0,0,1
PHD_4225,61.6198,70.74847602844238,5.0,0.0724638414976652,214.03271,0.152328878905208,4,3,4,4,4
PHD_4236,33.734257,33.59222145080567,11.7046995,0.1642501345835626,116.559,0.1669477221914196,4,3,4,3,4
PHD_4264,14.764823,10.75038948059082,17.888544,0.0908960029482841,21.540659,0.0762221771039655,4,3,3,4,4
PHD_4265,2.828427,3.4411736488342286,5.3851647,0.5645081605762243,4.472136,0.9707525424595708,4,3,1,0,1
PHD_4267,6.3245554,2.726882743835449,7.28011,0.4754956996301189,3.1622777,0.9025756279807624,4,3,1,1,1
PHD_4268,3.6055512,3.422762060165405,6.0827627,0.5329783588647843,6.3245554,0.3252267253927287,4,3,1,1,3
PHD_4270,8.246211,3.0943876028060915,10.049875,0.2164056777954101,7.615773,0.3716143027785408,4,3,1,3,3
PHD_4284,9.219544,3.2427876234054565,9.219544,0.4188402522355318,10.440307,0.7921575362718426,4,3,1,2,2
PHD_4285,15.6205,10.641343116760254,8.062258,0.2083053525537252,11.18034,0.187373243871012,4,3,3,3,4
PHD_4290,8.602325,10.660366344451903,5.0990195,0.2458825635292669,4.1231055,0.8711317002589832,4,3,3,3,1
PHD_4307,5.8309517,2.329511785507202,7.2111025,0.8124572098255157,3.1622777,1.2691081754492517,4,3,0,0,0
PHD_4309,47.042534,71.438818359375,5.0,0.4352597415447235,4.472136,1.1557322420572504,4,3,4,1,0
PHD_4313,9.0,1.6601126194000244,8.062258,0.6209489166736603,8.062258,0.8877483855143016,4,3,0,0,1
PHD_4315,22.090721,31.73567237854004,5.0990195,0.2959539666771889,5.0990195,1.3587922853386818,4,3,4,2,0
PHD_4316,4.1231055,2.802093887329101,6.708204,0.3664303213357925,4.0,0.704768358761174,4,3,1,2,2
PHD_4318,5.656854,2.3457313537597657,5.656854,0.5743011951446533,8.5440035,0.7953959429654428,4,3,0,0,2
PHD_4330,9.219544,1.7772699117660522,7.28011,0.5271055430173874,7.071068,0.7122657175652606,4,3,0,1,2
PHD_4341,2.0,3.9383360862731935,2.828427,0.7259165346622467,2.828427,0.9605103523164958,4,3,2,0,1
PHD_4349,4.472136,3.652961039543152,4.2426405,0.4816017866134643,4.2426405,1.2223783327351312,4,3,2,1,0
PHD_4362,7.28011,2.847992992401123,5.0990195,0.6483852148056031,7.071068,0.9579541177659509,4,3,1,0,1
PHD_4368,9.848858,4.112124681472778,12.369317,0.3204614731133915,12.083046,0.5562196617778412,4,3,2,2,2
PHD_4370,49.0408,45.81823043823242,13.0,0.140888725221157,13.038404,0.2181981844631378,4,3,4,4,4
PHD_4372,12.529964,2.497056221961975,11.661903,0.3822286143898964,11.7046995,0.6698020840673312,4,3,1,2,2
PHD_4382,11.401754,5.853556060791016,8.246211,0.3992723822593689,12.0415945,0.9748056077270648,4,3,2,2,1
PHD_4387,6.4031243,2.486795663833618,5.0990195,0.4531129829585552,7.28011,1.4799453130276237,4,3,1,1,0
PHD_4393,4.1231055,2.2809836626052857,5.0,0.4181640848517418,5.0,0.6131339786749604,4,3,0,2,2
PHD_4399,11.313708,4.135744380950928,5.0,0.3327922224998474,18.439089,0.5151296709146784,4,3,2,2,3
PHD_4403,9.486833,4.813364315032959,11.7046995,0.3905617646872997,4.0,0.6850747508807968,4,3,2,2,2
PHD_4404,4.0,4.005997347831726,7.2111025,0.294801339157857,7.2111025,0.8249584649716529,4,3,2,2,2
PHD_4412,15.811388,14.362046337127683,6.708204,0.0643217717122752,34.234486,0.0708746564744982,4,3,3,4,4
PHD_4415,2.236068,1.8485281229019168,3.1622777,0.7039369463920593,4.472136,1.1589929348581915,4,3,0,0,0
PHD_4417,24.083189,8.489419746398926,29.017237,0.1409385955179459,37.48333,0.0423184806447234,4,3,3,4,4
PHD_4420,7.2111025,2.8194904088974,9.433981,0.2488317742943763,8.944272,0.3558835131937118,4,3,1,3,3
PHD_4423,8.485281,1.1656854152679443,7.81025,0.6229808323085309,8.485281,0.8158927217030433,4,3,0,0,2
PHD_4426,42.953465,57.37149810791016,5.0990195,0.2640683666802942,6.3245554,1.0692979975260648,4,3,4,3,0
PHD_4435,3.6055512,3.733464765548706,6.3245554,0.4888756618835032,5.3851647,1.166105536953322,4,3,2,1,0
PHD_4437,12.529964,4.107629442214966,11.7046995,0.1985454559326172,9.848858,0.2736686649100133,5,4,2,3,3
PHD_4440,7.615773,3.541096305847168,8.5440035,0.2615431934595108,12.806249,0.3990361725279806,5,4,2,3,3
PHD_4451,8.602325,4.724172401428223,6.4031243,0.3508104820502922,7.615773,0.5307773505521851,5,4,2,2,2
PHD_4455,12.649111,2.486795663833618,10.049875,0.4061422675848007,13.928389,0.6631342481306544,5,4,1,1,1
PHD_4458,7.071068,2.7625118494033813,8.062258,0.5633026123046875,5.656854,0.7348018616883584,5,4,1,0,0
PHD_4462,8.062258,2.612899017333985,6.0827627,0.4158636063337326,9.055386,0.5396820670166004,5,4,1,1,2
PHD_4466,28.0,26.77018661499024,7.28011,0.0926622842594952,7.28011,0.1296052537889575,5,4,4,4,4
PHD_4474,15.264338,3.2411736488342284,13.892444,0.5020833522081375,13.928389,0.4933452817742995,5,4,1,1,2
PHD_4481,9.219544,2.422762060165405,9.486833,0.657057136297226,8.062258,0.7702282544359474,5,4,0,0,0
PHD_4482,8.062258,2.3455937623977663,9.433981,0.6664820164442062,8.602325,0.86591802991643,5,4,0,0,0
PHD_4484,20.09975,17.122225952148437,8.602325,0.1827187056202092,49.335587,0.0694510394679126,5,4,3,3,4
PHD_4496,41.303753,35.496985626220706,13.341664,0.014462572382763,82.37718,0.0292564631648938,5,4,4,4,4
PHD_4498,8.0,3.711379504203797,5.3851647,0.3075374618172645,9.055386,0.3146474895112442,5,4,2,2,3
PHD_4501,10.630146,3.103426003456116,12.806249,0.4018414210528135,12.0415945,0.5706795467519042,5,4,1,1,2
PHD_4506,9.433981,2.168323850631714,10.770329,0.6507605373859405,8.602325,0.6584086683380936,5,4,0,0,1
PHD_4512,10.0,3.351503849029541,7.071068,0.5447941049933434,9.219544,0.5400587433947001,5,4,1,1,2
PHD_4523,9.848858,4.599366950988769,14.866069,0.2094289117958396,9.848858,0.462739450744737,5,4,2,3,3
PHD_4532,23.021729,8.983502292633057,18.027756,0.4879812883213162,19.104973,0.5690571755084597,5,4,3,1,2
PHD_4535,10.198039,2.237520122528076,10.049875,0.3870919935405254,12.165525,0.416212427419914,5,4,0,2,3
PHD_4542,12.0,4.64427490234375,13.152946,0.1409633914823644,13.341664,0.3773175067846629,5,4,2,3,3
PHD_4553,10.630146,5.9125114440917965,10.770329,0.3994111344218254,16.40122,0.2760259896705246,5,4,2,2,3
PHD_4582,12.206555,3.4295293569564818,9.219544,0.4752651154994964,7.81025,0.6071018480418232,5,4,2,1,2
PHD_4621,7.615773,6.393050003051758,11.18034,0.3640322457998991,6.708204,0.2762065623450399,5,4,2,2,3
PHD_4648,9.055386,3.5009790420532227,11.045361,0.5158135145902634,8.062258,0.5682825442886641,5,4,2,1,2
PHD_4677,32.75668,29.154661178588867,15.811388,0.3328080594539642,18.35756,0.4413719372975284,5,4,4,2,3
